Planetary Parameters,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
Planetary Surface Gravity:,,,,0.99520380288,Earth's Gravity,,Tallest Mountain.,9.7187871375,meters per sec per sec,,,,,,,,,,
Planetary Mass:,,,,5993171607230482137219072,kg,,,1.0028734282514193,% of Earth's Mass,,,,,,,,,,
Planetary Surface Area:,,,,510766580.24,sqkm,,,0.9996864466586645,% of Earth's Surface Area,,,,,,,,,,
Hydrosphere %,,0.76,,122583979.2576,sqkm land,388182600.9824,sqkm water,0.9920502244263782,% of Earth's Land Area,,,,,,,,,,
Escape temp (K) for O2:,,4485.433112134619,,123953411.151675,,,,,,,,,,,,,,,
Escape Velocity:,,,,11.133436628089056,km/sec,Orbital Velocity in Hexes/hour,,47.89752269806272,(1.5 is airliner speed),,,,,,,,,,
500 km Orbit Velocity,,,,7.651361453364652,km/sec,Optimum DV to Orbit,,8.229002463681507,km/sec,,,,,,,,,,
Equatorial Rotational Velocity,,,,0.46374813495370365,km/sec,Add'l Energy Lost for Drag,,101.7881962537221,km/sec,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Number of Tethers,,7,,43103.38804210976,Geostationary Orbit Height (km),,Delta-v (LO to moon),,1.0195211747234796,km/sec,1.853674863133599,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
Launch Site Lat.,,28.5,degrees,0.4075497969623853,,,Moon Slingshot (orbitals/slingshot),,0.6611561400544216,,,,,,,,,,
,,,,,,,Moon avg dist from planet (km),,384410,,,,,,,,,,
Cost to Orbit in dollars per tonne,,,,1077051.5581849718,Lasers,60,Mean Moon Density (g/cm3):,,3.34,,,,,,,,,,
,,,,1615577.3372774576,NERVA,90,Moon Diameter (km):,,3475,,,,,,,,,,
,,,,4487714.825770716,O2/BeH2,250,Moon Mass (kg):,,73348171417708325240832,,,,,,,,,,
,,,,9962726.91321099,O2/H2,555,Solar Tides (meters):,,0.12220221481481482,,,,,,,,,,
WAR MODE,,,,CRUISE MODE (with crossed-field accelerator),,,Lunar Tides (meters):,,0.2676116641707899,,,,,,,,,,
atomic mass of propellent,,61,"(h =1, water = 6,UTB=558, 10-90 UTB-water = 61)",atomic mass of propellent,,6,"Total Tides, meters (Earth = .39):",,0.3898138789856047,,,,,,,,,,
Max exit vel (km/sec) monatomic hydrogen,,63.686641566745074,,Exit vel (km/sec) from nuclear rocket,,203.06619904073756,TRAVEL FROM EMBARK PT TO PLANET,,,,,,,,,,,,
Wet mass (tonnes),,60000,  ,Wet mass (tonnes),,60000,Embark orbit (AU),,1.52,AU,,HOHMANN,,,CRUISE,,,BRACHISTOCHRONE,
Dry mass (tonnes) (fast),,57690.58175956641,,Dry mass (tonnes) (fast),,59631.83479763312,Transfer Orbit Period,,74.07110127997905,Eweeks,exit vel,63.686641566745074,km/sec,exit vel,406.1323980814751,km/sec,exit vel,63.686641566745074,km/sec
mass propellent expelled (tonnes),,2598.505675961163,tonnes,mass propellent expelled (tonnes),,854.071413526044,length of turn (Eweeks),,2,Eweeks,delta-v,0.55,km/sec,"delta-v (actual, eff = 2.5)",5.8167935379700095,km/sec,"delta-v (actual, eff = 2.5)",2.86858087657695,km/sec (actual)
"Temperature (engine, K)",,10000000,66900,"Temperature (engine, K)",,10000000,Embark eccentricty,,0.093,,1t,0.00859884478554261,prop expended (tonnes),1t,0.014220319835236752,prop expended (tonnes),1t,0.04404274783557901,prop expended (tonnes)
Temperature (radiator K),,2000,,Temperature (radiator K),,2000,Embark semimajor axis (a),,1.5233009102864647,AU,10t,0.08598844785542678,prop expended (tonnes),10t,0.1422031983523666,prop expended (tonnes),10t,0.4404274783557903,prop expended (tonnes)
time of burn (sec),,1009.3721331309262,(1210 ksec/turn),time of burn (sec),,1186063.7925111859,distance (brachistochrone),,171.70905625505023,million km,250t,2.149711196385644,prop expended (tonnes),250t,3.5550799588091615,prop expended (tonnes),250t,11.010686958894745,prop expended (tonnes)
frozen flow efficiency,,0.4,,frozen flow efficiency,,0.4,time (brachistochrone),,10.715700212783883,Eweeks,CT (2500t),21.4971119638565,prop expended (tonnes),CT (2500t),35.55079958809167,prop expended (tonnes),CT (2500t),110.10686958894739,prop expended (tonnes)
mass flow (kg/sec),,2287.975033816426,,mass flow (kg/sec),,0.310409275362319,distance (hohmann),,593.46,million km,FG (5000t),42.994223927713,prop expended (tonnes),FG (5000t),71.10159917618334,prop expended (tonnes),FG (5000t),220.21373917789478,prop expended (tonnes)
Init accel (milligees),,247.81198281008187,,Init accel (milligees),,0.21440010780549584,time (hohmann),,37.03555063998952,Eweeks,CL(7500t),64.49133589156996,prop expended (tonnes),CL(7500t),106.65239876427502,prop expended (tonnes),CL(7500t),330.3206087668426,prop expended (tonnes)
final accel (milligees),,257.7321724813313,,final accel (milligees),,0.21572380779469733,eccentricity of transfer orbit,,-0.20634920634920637,,CH(10000t),85.988447855426,prop expended (tonnes),CH(10000t),142.20319835236668,prop expended (tonnes),CH(10000t),440.42747835578956,prop expended (tonnes)
duty cycle (max =1 ),,0.0008344677026545356,,duty cycle (max =1 ),,0.9805421565072634,velocity (transfer apogee),,32.66499963352519,km/sec,BC (15000t),128.98267178313992,prop expended (tonnes),BC (15000t),213.30479752855004,prop expended (tonnes),BC (15000t),660.6412175336852,prop expended (tonnes)
power gen in nuclear chamber,,14500.000000000004,GW,power gen nuclear thruster (GW),,20.000000000000004,velocity (transfer perigee),,26.49481330893147,km/sec,BB (20000t),171.976895710852,prop expended (tonnes),BB (20000t),284.40639670473337,prop expended (tonnes),BB (20000t),880.8549567115791,prop expended (tonnes)
power radiated (gigawatts),,2900,GW,power radiated thruster (gigawatts),,4,velocity (brachistochrone),,26.494813308931473,km/sec,LV(30000t),257.96534356627984,prop expended (tonnes),LV(30000t),426.6095950571001,prop expended (tonnes),LV(30000t),1321.2824350673704,prop expended (tonnes)
power beam (gigawatts),,4640.000000000002,GW,power beam (gigawatts) unaugmented,,6.400000000000002,velocity (hohmann avg),,26.494813308931477,km/sec,TN(60000t),515.9306871325597,prop expended (tonnes),TN(60000t),853.2191901142002,prop expended (tonnes),TN(60000t),2642.564870134741,prop expended (tonnes)
carnot efficiency,,0.9998,,carnot efficiency,,0.9998,Gravitional Constant,,6.667e-11,m3/kg-sec2,,,,,,,,,
thermal efficiency (chamber),,0.8,,thermal efficiency (chamber),,0.8,Delta-v planet reel in,,1.4923999537801287,km/sec,,,,,,,,,
Delta-v (effective),,2.5,km/sec,Delta-v (effective),,2.5,Delta-v (btwn orb vel),,5.642700691574628,km/sec,,,,,,,,,
"Delta-v (actual, include cruise penalty)",,2.86858087657695,km/sec,"Delta-v (actual, include cruise penalty)",,5.8167935379700095,Slingshot of planet,,3.98081521152,orbitals/slingshot,,,,,,,,,
thrust (kilonewtons),,145713.44589232816,kN,thrust (kilonewtons),,126.06726338963156,Transit angle (degrees),,180,"45= brachistochrone, 180 = hohmann",,,,,,,,,
mass of monatomic hydrogen(kg/part),,1.6733e-27,,mass of monatomic hydrogen(kg/part),,1.6733e-27,Time to Planet,,37.03555063998952,Eweeks,,,,,,,,,
kinetic energy prop (J),,2.07e-16,,kinetic energy prop (J) unaugmented,,2.07e-16,Planet semimajor axis (a),,1.0000801153353915,AU,,,,,,,,,
Addtl Delta-v (cruise penalty),,1.14743235063078,factor,Addtl Delta-v (cruise penalty),,2.326717415188004,Velocity of Planet,,29.73916292092118,km/sec,,,,,,,,,
Addtl Delta-v (brachistochrone transit),,1.0891904145146087,km/sec (= 1.32 earth to mars region),Addtl Delta-v (brachistochrone transit),,1.1193477942907741,Velocity of Embark,,24.096462229346553,km/sec,,,,,,,,,
thrust reqd brachistochrone (kN),,53.56792825621821,kN,thrust reqd brachistochrone (kN),,55.370456507774264,Delta-v (embark to marginal capture),,4.150300779461905,km/sec,7.546001417203463,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
distance on 1st turn of thrust (million km),,3.471097336614146,million km,distance on 1st turn of thrust (million km),,1.4824353804702315,Rabbithole avg dist from star,,0.404488054225761,AU,,,,,,,,,
velocity increment (km/sec),,2.500382693849993,,velocity increment (km/sec),,2.499756572673979,Rabbithole orbital vel,,46.76202246429713,km/sec,,,,,,,,,
,,,,efficiency of electric accelerator,,0.8,Transit rabbit to planet high orbit,,13.617334628583313,Eweeks (hohmann orbitals),,,,,,,,,
,,,,Total augmented exit velocity (km/sec),,406.1323980814751,Delta-v (rabbit to marginal capture),,15.530459745515596,km/sec,28.23719953730108,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
,,,,Power added to beam (GW),,19.200000000000006,,,,,,,,,,,,,
,,,,Power nuclear elect gen (GW),,24.000000000000007,,,,,,,,,,,,,
,,,,Power radiated (accelerator+thruster) (GW),,8.8,GW,,,,,,,,,,,,
,,,,Total power generated (GW),,44.000000000000014,GW,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,planet,dist from sun (AU),rabbit dist (AU),rabbit - planet hexes,Eweeks,Original time to hyperspace,,,,,,,,
,,,,,,Earth,1,0.404488054225761,28.23719953730108,56.47439907460216,7,8.067771296371737,,,,,,,
,,,,,,Refuge,0.62,0.3642845228809289,14.989076865478378,29.978153730956755,3,9.992717910318918,,,,,,,
,,,,,,Pacifica,0.482,0.29488391230979427,13.765188359516156,27.53037671903231,3,9.176792239677438,,,,,,,
,,,,,,Olympia,0.75,0.37653278425410375,21.38096573861533,42.76193147723066,8,5.345241434653833,,,,,,,
,,,,,,Altiplano,1.18,0.4995271866554808,25.75270616307962,51.50541232615924,15,3.4336941550772826,,,,,,,
,,,,,,Medina,0.6782,0.3434507418805478,20.82509771702611,41.65019543405222,4,10.412548858513055,,,,,,,
,,,,,,Damso,3.13,0.5735176503596922,38.980457599485845,77.96091519897169,37,2.10705176213437,,,,,,,
,,,,,,Shwarzvaal,0.76,0.37653278425410375,20.716216634027596,41.43243326805519,5,8.286486653611039,,,,,,,
,,,,,,Xing Cheng,1.09,0.7672149574624862,6.918638132139774,13.837276264279549,14,0.9883768760199677,,,,,,,
,,,,,,Novaye-Nuevo,0.95,6.219331238395441,0,0,10,0,,,,,,,
,,,,,,Concord,1.59,0.5179208105237083,31.49131951239831,62.98263902479662,27,2.3326903342517267,,,,,,,
,,,,,,Galt,1.15,,,,13,,,,,,,,
