Planetary Parameters,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
Solar Storm intensity,1,"1= calm, 10 = intense, ",,272524,seconds/day ,3.154212962962963,Earth Days,-0.9093159124066527,Siderial Days,,,,,,,,,,
Radiation:,11592413840469.922,millirads/Eday,,409385.7918398351,seconds/year,-0.34865363444644837,,1.0,(Earth = 1),,,,,,,,,,
Tectonics,0,,,13,Weeks from the planet to the hyperspace terminus,,,2.0,# of poles of magnetic field,,,,,,,,,,
# inferior Planets,,0,,,,,,7.78,Mag field strngth at radius of 10000 km (uT),,,,,,,,,,
Mean Planetary Density (g/cm3):,,,,4.91,575,,,,,,,,,,,,,,
Planetary Diameter (km):,,,,9076,,4538,radius in km,4.260516870465928,Land Horizon (km),9.526809539574721,Nautical Horizon (km),,,,,,,,
Axial Tilt Excursion,,1.307415824717328e-09,Axial Tilt,0.1,degrees,,,4547.1750348855485,km Lithosphere thickness,,,,,,,,,,
Mean Atmospheric Pressure,,,,0.81,atmosphere,82053,Pa,115.72441991114343,km Mesophere (Mesopause ht),,,,,,,,,,
Comp,O2 %,0.26321,,16.35063820418076,Max Mtn (km),21597.17013,Pa,64.29134439507969,km Stratosphere (Stratopause ht),,,,,,,,,,
,N2 %,0.69781,,7843.371527402358,Roche Lmt (km),57257.40393,Pa,23.144883982228688,km Tropopause,,,,,,,,,,
,CO2 %,0.001954,,10,hexes/edge,160.331562,Pa,18.00157643062231,km Troposphere,,,,,,,,,,
,Ne %,0.00154,,1002,Total Hexes,126.36161999999999,Pa,3998.9582456885087,km Proton Van Allen,,390800077373240512,belt radiation (rads/Eday),,,,,,,
,Ar %,0.00612,,490.98,Ocean Hexes,502.16436,Pa,5998.254749264704,km Interstellar Nuclei Van Allen,,703440139271832960,belt radiation (rads/Eday),,,,,,,
,Other %,0.029366000000000003,,511.02,Land Hexes,2409.5683980000003,Pa,15994.999949883264,km Electron Van Allen,,7816001547464810496,belt radiation (millirads/Eday),,,,,,,
,cloud cover,0.47,,,,,,3.124186129444147e+18,km Magnetopause,,2030979202773013.5,space radiation (millirads/Eday),,,,,,,
Planetary Surface Gravity:,,,,0.62994482976,of Earth's Gravity,,,6.151804978125,meters per sec per sec,,,,,,,,,,
Planetary Mass:,,,,1921070714238897261379584,kg,,,0.3214643096115959,% of Earth's Mass,,,,,,,,,,
Planetary Surface Area:,,,,258653656.64000002,sqkm,,,0.5062440749357824,% of Earth's Surface Area,,,,,,,,,,
Hydrosphere %,,0.49,,131913364.88640001,sqkm land,126740291.7536,sqkm water,1.0675512740974957,% of Earth's Land Area,,,,,,,,,,
,,,,55833781.9814625,,,,,,,,,,,,,,,
Escape Velocity:,,,,7.472200611698169,km/sec,Orbital Velocity in Hexes/hour,,31.68303678217312,(1.5 is airliner speed),,,,,,,,,,
500 km Orbit Velocity,,,,5.061187984372703,km/sec,Optimum DV to Orbit,,6.333057105881814,km/sec,,,,,,,,,,
Equatorial Rotational Velocity,,,,0.10462590758979026,km/sec,Add'l Energy Lost for Drag,,1.3025426374443143,km/sec,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Number of Tethers,,0,,108167.71734764011,Geostationary Orbit Height (km),,Delta-v (LO to moon),,0.2599068592196334,km/sec,0.4725579258538789,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
Launch Site Lat.,,48,degrees,0.07000839698640222,,,Moon Slingshot (orbitals/slingshot),,13.507374654693876,,,,,,,,,,
,,,,70.07611981044448,Orbital Energy Units,1,Moon avg dist from planet (km),,1896000,,,,,,,,,,
Cost to Orbit in dollars per tonne,,,,4204.567188626669,Lasers,60,Mean Moon Density (g/cm3):,,1.3,,,,,,,,,,
,,,,6306.850782940003,NERVA,90,Moon Diameter (km):,,182400,,,,,,,,,,
,,,,13311.439028919453,O2/BeH2,250,Moon Mass (kg):,,4128537673727999709015965696,,,,,,,,,,
,,,,29551.394644201184,O2/H2,555,Solar Tides (meters):,,0,,,,,,,,,,
WAR MODE,,,,CRUISE MODE (with crossed-field accelerator),,,Lunar Tides (meters):,,89.3365353178687,,,,,,,,,,
atomic mass of propellent,,61,"(h =1, water = 6,UTB=558, 10-90 UTB-water = 61)",atomic mass of propellent,,6,"Total Tides, meters (Earth = .39):",,89.3365353178687,,,,,,,,,,
Max exit vel (km/sec) monatomic hydrogen,,63.686641566745074,,Exit vel (km/sec) from nuclear rocket,,203.06619904073756,TRAVEL FROM EMBARK PT TO PLANET,,,,,,,,,,,,
Wet mass (tonnes),,60000,  ,Wet mass (tonnes),,60000,Embark orbit (AU),,1.52,AU,,HOHMANN,,,CRUISE,,,BRACHISTOCHRONE,
Dry mass (tonnes) (fast),,57690.58175956641,,Dry mass (tonnes) (fast),,59631.83479763312,Transfer Orbit Period,,320.7137658951644,Eweeks,exit vel,63.686641566745074,km/sec,exit vel,406.1323980814751,km/sec,exit vel,63.686641566745074,km/sec
mass propellent expelled (tonnes),,2598.505675961163,tonnes,mass propellent expelled (tonnes),,854.071413526044,length of turn (Eweeks),,2,Eweeks,delta-v,0.55,km/sec,"delta-v (actual, eff = 2.5)",5.8167935379700095,km/sec,"delta-v (actual, eff = 2.5)",2.86858087657695,km/sec (actual)
"Temperature (engine, K)",,10000000,66900,"Temperature (engine, K)",,10000000,Embark eccentricty,,0.093,,1t,0.00859884478554261,prop expended (tonnes),1t,0.014220319835236752,prop expended (tonnes),1t,0.04404274783557901,prop expended (tonnes)
Temperature (radiator K),,2000,,Temperature (radiator K),,2000,Embark semimajor axis (a),,1.5233009102864647,AU,10t,0.08598844785542678,prop expended (tonnes),10t,0.1422031983523666,prop expended (tonnes),10t,0.4404274783557903,prop expended (tonnes)
time of burn (sec),,1009.3721331309262,(1210 ksec/turn),time of burn (sec),,1186063.7925111859,distance (brachistochrone),,227.99999999999875,million km,250t,2.149711196385644,prop expended (tonnes),250t,3.5550799588091615,prop expended (tonnes),250t,11.010686958894745,prop expended (tonnes)
frozen flow efficiency,,0.4,,frozen flow efficiency,,0.4,time (brachistochrone),,101.29578756090136,Eweeks,CT (2500t),21.4971119638565,prop expended (tonnes),CT (2500t),35.55079958809167,prop expended (tonnes),CT (2500t),110.10686958894739,prop expended (tonnes)
mass flow (kg/sec),,2287.975033816426,,mass flow (kg/sec),,0.310409275362319,distance (hohmann),,357.96003767999997,million km,FG (5000t),42.994223927713,prop expended (tonnes),FG (5000t),71.10159917618334,prop expended (tonnes),FG (5000t),220.21373917789478,prop expended (tonnes)
Init accel (milligees),,247.81198281008187,,Init accel (milligees),,0.21440010780549584,time (hohmann),,160.3568829475822,Eweeks,CL(7500t),64.49133589156996,prop expended (tonnes),CL(7500t),106.65239876427502,prop expended (tonnes),CL(7500t),330.3206087668426,prop expended (tonnes)
final accel (milligees),,257.7321724813313,,final accel (milligees),,0.21572380779469733,eccentricity of transfer orbit,,-0.9999997894737065,,CH(10000t),85.988447855426,prop expended (tonnes),CH(10000t),142.20319835236668,prop expended (tonnes),CH(10000t),440.42747835578956,prop expended (tonnes)
duty cycle (max =1 ),,0.0008344677026545356,,duty cycle (max =1 ),,0.9805421565072634,velocity (transfer apogee),,11470.79403741555,km/sec,BC (15000t),128.98267178313992,prop expended (tonnes),BC (15000t),213.30479752855004,prop expended (tonnes),BC (15000t),660.6412175336852,prop expended (tonnes)
power gen in nuclear chamber,,14500.000000000004,GW,power gen nuclear thruster (GW),,20.000000000000004,velocity (transfer perigee),,3.7216170194389706,km/sec,BB (20000t),171.976895710852,prop expended (tonnes),BB (20000t),284.40639670473337,prop expended (tonnes),BB (20000t),880.8549567115791,prop expended (tonnes)
power radiated (gigawatts),,2900,GW,power radiated thruster (gigawatts),,4,velocity (brachistochrone),,3.7216170194389706,km/sec,LV(30000t),257.96534356627984,prop expended (tonnes),LV(30000t),426.6095950571001,prop expended (tonnes),LV(30000t),1321.2824350673704,prop expended (tonnes)
power beam (gigawatts),,4640.000000000002,GW,power beam (gigawatts) unaugmented,,6.400000000000002,velocity (hohmann avg),,3.690924460412072,km/sec,TN(60000t),515.9306871325597,prop expended (tonnes),TN(60000t),853.2191901142002,prop expended (tonnes),TN(60000t),2642.564870134741,prop expended (tonnes)
carnot efficiency,,0.9998,,carnot efficiency,,0.9998,Gravitional Constant,,6.667e-11,m3/kg-sec2,,,,,,,,,
thermal efficiency (chamber),,0.8,,thermal efficiency (chamber),,0.8,Delta-v planet reel in,,0,km/sec,,,,,,,,,
Delta-v (effective),,2.5,km/sec,Delta-v (effective),,2.5,Delta-v (btwn orb vel),,8142.091790713542,km/sec,,,,,,,,,
"Delta-v (actual, include cruise penalty)",,2.86858087657695,km/sec,"Delta-v (actual, include cruise penalty)",,5.8167935379700095,Slingshot of planet,,2.51977931904,orbitals/slingshot,,,,,,,,,
thrust (kilonewtons),,145713.44589232816,kN,thrust (kilonewtons),,126.06726338963156,Transit angle (degrees),,180,"45= brachistochrone, 180 = hohmann",,,,,,,,,
mass of monatomic hydrogen(kg/part),,1.6733e-27,,mass of monatomic hydrogen(kg/part),,1.6733e-27,Time to Planet,,160.3568829475822,Eweeks,,,,,,,,,
kinetic energy prop (J),,2.07e-16,,kinetic energy prop (J) unaugmented,,2.07e-16,Planet semimajor axis (a),,1.6e-07,AU,,,,,,,,,
Addtl Delta-v (cruise penalty),,1.14743235063078,factor,Addtl Delta-v (cruise penalty),,2.326717415188004,Velocity of Planet,,8144.731425897358,km/sec,,,,,,,,,
Addtl Delta-v (brachistochrone transit),,,km/sec (= 1.32 earth to mars region),Addtl Delta-v (brachistochrone transit),,,Velocity of Embark,,2.6396351838168663,km/sec,,,,,,,,,
thrust reqd brachistochrone (kN),,,kN,thrust reqd brachistochrone (kN),,,Delta-v (embark to marginal capture),,8142.091872456977,km/sec,14803.803404467231,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
distance on 1st turn of thrust (million km),,3.471097336614146,million km,distance on 1st turn of thrust (million km),,1.4824353804702315,Rabbithole avg dist from star,,0,AU,,,,,,,,,
velocity increment (km/sec),,2.500382693849993,,velocity increment (km/sec),,2.499756572673979,Rabbithole orbital vel,,,km/sec,,,,,,,,,
,,,,efficiency of electric accelerator,,0.8,Transit rabbit to planet high orbit,,,Eweeks (hohmann orbitals),,,,,,,,,
,,,,Total augmented exit velocity (km/sec),,406.1323980814751,Delta-v (rabbit to marginal capture),,,km/sec,,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
,,,,Power added to beam (GW),,19.200000000000006,,,,,,,,,,,,,
,,,,Power nuclear elect gen (GW),,24.000000000000007,,,,,,,,,,,,,
,,,,Power radiated (accelerator+thruster) (GW),,8.8,GW,,,,,,,,,,,,
,,,,Total power generated (GW),,44.000000000000014,GW,,,,,,,,,,,,
