Planetary Parameters,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
Comp,O2 %,0.1841,,10.018828116380671,Max Mtn (km),27787.5017,Pa,72.46628103595728,km Stratosphere (Stratopause ht),,,,,,,,,,
,N2 %,0.43,,12762.989524355522,Roche Lmt (km),64902.909999999996,Pa,26.08786117294462,km Tropopause,,,,,,,,,,
,CO2 %,0.000482,,16,hexes/edge,72.751634,Pa,20.29055869006804,km Troposphere,,,,,,,,,,
,Ne %,0.3215,,2562,Total Hexes,48526.245500000005,Pa,3788.086333185315,km Proton Van Allen,,140244700.64696237,belt radiation (rads/Eday),,,,,,,
,Ar %,0.03612,,2085.468,Ocean Hexes,5451.84444,Pa,5681.956510336471,km Interstellar Nuclei Van Allen,,231136263.94334063,belt radiation (rads/Eday),,,,,,,
,Other %,0.02779799999999999,,476.53200000000015,Land Hexes,4195.7467259999985,Pa,15151.556227119527,km Electron Van Allen,,5043847602.502636,belt radiation (millirads/Eday),,,,,,,
,cloud cover,0.58,,,,,,32215.44090957014,km Magnetopause,,2253459.7371398564,space radiation (millirads/Eday),,,,,,,
Planetary Surface Gravity:,,,,1.02806434848,of Earth's Gravity,,,10.039690903125,meters per sec per sec,,,,,,,,,,
Planetary Mass:,,,,8249085154377761613152256,kg,,,1.380369001736573,% of Earth's Mass,,,,,,,,,,
Planetary Surface Area:,,,,680555071.76,sqkm,,,1.3320011679769779,% of Earth's Surface Area,,,,,,,,,,
Hydrosphere %,,0.814,,126583243.34736003,sqkm land,553971828.41264,sqkm water,1.024415553581255,% of Earth's Land Area,,,,,,,,,,
,,,,147804329.47580627,,,,,,,,,,,,,,,
Escape Velocity:,,,,12.157480391750845,km/sec,Orbital Velocity in Hexes/hour,,52.55913421428653,(1.5 is airliner speed),,,,,,,,,,
500 km Orbit Velocity,,,,8.396027829758232,km/sec,Optimum DV to Orbit,,8.909165320965709,km/sec,,,,,,,,,,
Equatorial Rotational Velocity,,,,0.6722650074130062,km/sec,Add'l Energy Lost for Drag,,1.4681668537884947,km/sec,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Number of Tethers,,0,,34884.10740059012,Geostationary Orbit Height (km),,Delta-v (LO to moon),,1.1415945843375308,km/sec,2.0756265169773287,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
Launch Site Lat.,,19,degrees,0.6356390522344099,,,Moon Slingshot (orbitals/slingshot),,0.7298721743238094,,,,,,,,,,
,,,,119.16050457865227,Orbital Energy Units,1,Moon avg dist from planet (km),,422000,,,,,,,,,,
Cost to Orbit in dollars per tonne,,,,7149.630274719136,Lasers,60,Mean Moon Density (g/cm3):,,3.52,,,,,,,,,,
,,,,10724.445412078703,NERVA,90,Moon Diameter (km):,,3640,,,,,,,,,,
,,,,29790.126144663067,O2/BeH2,250,Moon Mass (kg):,,88843408520533331935232,,,,,,,,,,
,,,,66134.080041152,O2/H2,555,Solar Tides (meters):,,0.042110398478198,,,,,,,,,,
WAR MODE,,,,CRUISE MODE (with crossed-field accelerator),,,Lunar Tides (meters):,,0.2828186454755801,,,,,,,,,,
atomic mass of propellent,,61,"(h =1, water = 6,UTB=558, 10-90 UTB-water = 61)",atomic mass of propellent,,6,"Total Tides, meters (Earth = .39):",,0.3249290439537781,,,,,,,,,,
Max exit vel (km/sec) monatomic hydrogen,,63.686641566745074,,Exit vel (km/sec) from nuclear rocket,,203.06619904073756,TRAVEL FROM EMBARK PT TO PLANET,,,,,,,,,,,,
Wet mass (tonnes),,60000,  ,Wet mass (tonnes),,60000,Embark orbit (AU),,1.52,AU,,HOHMANN,,,CRUISE,,,BRACHISTOCHRONE,
Dry mass (tonnes) (fast),,57690.58175956641,,Dry mass (tonnes) (fast),,59631.83479763312,Transfer Orbit Period,,92.70388847992976,Eweeks,exit vel,63.686641566745074,km/sec,exit vel,406.1323980814751,km/sec,exit vel,63.686641566745074,km/sec
mass propellent expelled (tonnes),,2598.505675961163,tonnes,mass propellent expelled (tonnes),,854.071413526044,length of turn (Eweeks),,2,Eweeks,delta-v,0.55,km/sec,"delta-v (actual, eff = 2.5)",5.8167935379700095,km/sec,"delta-v (actual, eff = 2.5)",2.86858087657695,km/sec (actual)
"Temperature (engine, K)",,10000000,66900,"Temperature (engine, K)",,10000000,Embark eccentricty,,0.093,,1t,0.00859884478554261,prop expended (tonnes),1t,0.014220319835236752,prop expended (tonnes),1t,0.04404274783557901,prop expended (tonnes)
Temperature (radiator K),,2000,,Temperature (radiator K),,2000,Embark semimajor axis (a),,1.5233009102864647,AU,10t,0.08598844785542678,prop expended (tonnes),10t,0.1422031983523666,prop expended (tonnes),10t,0.4404274783557903,prop expended (tonnes)
time of burn (sec),,1009.3721331309262,(1210 ksec/turn),time of burn (sec),,1186063.7925111859,distance (brachistochrone),,69.98749888372927,million km,250t,2.149711196385644,prop expended (tonnes),250t,3.5550799588091615,prop expended (tonnes),250t,11.010686958894745,prop expended (tonnes)
frozen flow efficiency,,0.4,,frozen flow efficiency,,0.4,time (brachistochrone),,4.429320725217909,Eweeks,CT (2500t),21.4971119638565,prop expended (tonnes),CT (2500t),35.55079958809167,prop expended (tonnes),CT (2500t),110.10686958894739,prop expended (tonnes)
mass flow (kg/sec),,2287.975033816426,,mass flow (kg/sec),,0.310409275362319,distance (hohmann),,732.4050000000001,million km,FG (5000t),42.994223927713,prop expended (tonnes),FG (5000t),71.10159917618334,prop expended (tonnes),FG (5000t),220.21373917789478,prop expended (tonnes)
Init accel (milligees),,247.81198281008187,,Init accel (milligees),,0.21440010780549584,time (hohmann),,46.35194423996488,Eweeks,CL(7500t),64.49133589156996,prop expended (tonnes),CL(7500t),106.65239876427502,prop expended (tonnes),CL(7500t),330.3206087668426,prop expended (tonnes)
final accel (milligees),,257.7321724813313,,final accel (milligees),,0.21572380779469733,eccentricity of transfer orbit,,0.02250803858520902,,CH(10000t),85.988447855426,prop expended (tonnes),CH(10000t),142.20319835236668,prop expended (tonnes),CH(10000t),440.42747835578956,prop expended (tonnes)
duty cycle (max =1 ),,0.0008344677026545356,,duty cycle (max =1 ),,0.9805421565072634,velocity (transfer apogee),,25.54434636897622,km/sec,BC (15000t),128.98267178313992,prop expended (tonnes),BC (15000t),213.30479752855004,prop expended (tonnes),BC (15000t),660.6412175336852,prop expended (tonnes)
power gen in nuclear chamber,,14500.000000000004,GW,power gen nuclear thruster (GW),,20.000000000000004,velocity (transfer perigee),,26.12591819029857,km/sec,BB (20000t),171.976895710852,prop expended (tonnes),BB (20000t),284.40639670473337,prop expended (tonnes),BB (20000t),880.8549567115791,prop expended (tonnes)
power radiated (gigawatts),,2900,GW,power radiated thruster (gigawatts),,4,velocity (brachistochrone),,26.12591819029857,km/sec,LV(30000t),257.96534356627984,prop expended (tonnes),LV(30000t),426.6095950571001,prop expended (tonnes),LV(30000t),1321.2824350673704,prop expended (tonnes)
power beam (gigawatts),,4640.000000000002,GW,power beam (gigawatts) unaugmented,,6.400000000000002,velocity (hohmann avg),,26.125918190298567,km/sec,TN(60000t),515.9306871325597,prop expended (tonnes),TN(60000t),853.2191901142002,prop expended (tonnes),TN(60000t),2642.564870134741,prop expended (tonnes)
carnot efficiency,,0.9998,,carnot efficiency,,0.9998,Gravitional Constant,,6.667e-11,m3/kg-sec2,,,,,,,,,
thermal efficiency (chamber),,0.8,,thermal efficiency (chamber),,0.8,Delta-v planet reel in,,2.136606461210247,km/sec,,,,,,,,,
Delta-v (effective),,2.5,km/sec,Delta-v (effective),,2.5,Delta-v (btwn orb vel),,0.5837484160357889,km/sec,,,,,,,,,
"Delta-v (actual, include cruise penalty)",,2.86858087657695,km/sec,"Delta-v (actual, include cruise penalty)",,5.8167935379700095,Slingshot of planet,,4.11225739392,orbitals/slingshot,,,,,,,,,
thrust (kilonewtons),,145713.44589232816,kN,thrust (kilonewtons),,126.06726338963156,Transit angle (degrees),,180,"45= brachistochrone, 180 = hohmann",,,,,,,,,
mass of monatomic hydrogen(kg/part),,1.6733e-27,,mass of monatomic hydrogen(kg/part),,1.6733e-27,Time to Planet,,46.35194423996488,Eweeks,,,,,,,,,
kinetic energy prop (J),,2.07e-16,,kinetic energy prop (J) unaugmented,,2.07e-16,Planet semimajor axis (a),,1.5929784490137717,AU,,,,,,,,,
Addtl Delta-v (cruise penalty),,1.14743235063078,factor,Addtl Delta-v (cruise penalty),,2.326717415188004,Velocity of Planet,,25.812603422132874,km/sec,,,,,,,,,
Addtl Delta-v (brachistochrone transit),,0.8565925821039967,km/sec (= 1.32 earth to mars region),Addtl Delta-v (brachistochrone transit),,0.8813986017047848,Velocity of Embark,,26.396351838168663,km/sec,,,,,,,,,
thrust reqd brachistochrone (kN),,42.20524249314477,kN,thrust reqd brachistochrone (kN),,43.62542326985489,Delta-v (embark to marginal capture),,-1.552858060764549,km/sec,-2.82337829229918,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
distance on 1st turn of thrust (million km),,3.471097336614146,million km,distance on 1st turn of thrust (million km),,1.4824353804702315,Rabbithole avg dist from star,,0.5179208105237083,AU,,,,,,,,,
velocity increment (km/sec),,2.500382693849993,,velocity increment (km/sec),,2.499756572673979,Rabbithole orbital vel,,45.26943544127386,km/sec,,,,,,,,,
,,,,efficiency of electric accelerator,,0.8,Transit rabbit to planet high orbit,,15.546133400838931,Eweeks (hohmann orbitals),,,,,,,,,
,,,,Total augmented exit velocity (km/sec),,406.1323980814751,Delta-v (rabbit to marginal capture),,17.32022573181907,km/sec,31.49131951239831,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
,,,,Power added to beam (GW),,19.200000000000006,,,,,,,,,,,,,
,,,,Power nuclear elect gen (GW),,24.000000000000007,,,,,,,,,,,,,
,,,,Power radiated (accelerator+thruster) (GW),,8.8,GW,,,,,,,,,,,,
,,,,Total power generated (GW),,44.000000000000014,GW,,,,,,,,,,,,
