Planetary Parameters,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
Planetary Diameter (km):,,,,11202,,5601,radius in km,4.733286807690043,Land Horizon (km),10.583954837453046,Nautical Horizon (km),,,,,,,,
Axial Tilt Excursion,,2.9090714870677266,Axial Tilt,13.1,degrees,,,537.8256630107644,km Lithosphere thickness,,,,,,,,,,
Mean Atmospheric Pressure,,,,1.12,atmosphere,113456.00000000001,Pa,119.65388247892403,km Mesophere (Mesopause ht),,,,,,,,,,
Comp,O2 %,0.26954,,12.226537594572594,Max Mtn (km),30580.930240000005,Pa,66.4743791549578,km Stratosphere (Stratopause ht),,,,,,,,,,
,N2 %,0.65,,10090.475498780948,Roche Lmt (km),73746.40000000001,Pa,23.930776495784805,km Tropopause,,,,,,,,,,
,CO2 %,7.3e-05,0.001291,12,hexes/edge,8.282288000000001,Pa,18.612826163388185,km Troposphere,,,,,,,,,,
,Ne %,0.05154,,1442,Total Hexes,5847.522240000001,Pa,2338.606223566662,km Proton Van Allen,,423212.7203776012,belt radiation (rads/Eday),,,,,,,
,Ar %,0.02612,,894.04,Ocean Hexes,2963.4707200000003,Pa,3507.802538896876,km Interstellar Nuclei Van Allen,,476006.8622769992,belt radiation (rads/Eday),,,,,,,
,Other %,0.002726999999999924,,547.96,Land Hexes,309.39451199999144,Pa,9353.937733427183,km Electron Van Allen,,193537315.06858397,belt radiation (millirads/Eday),,,,,,,
,cloud cover,0.32,,,,,,67480.55815924116,km Magnetopause,,5470581.390250208,space radiation (millirads/Eday),,,,,,,
Planetary Surface Gravity:,,,,0.8424298310400001,of Earth's Gravity,,,8.226853818750001,meters per sec per sec,,,,,,,,,,
Planetary Mass:,,,,3913602700055126248259584,kg,,,0.654886663329171,% of Earth's Mass,,,,,,,,,,
Planetary Surface Area:,,,,394022284.56,sqkm,,,0.7711912893185565,% of Earth's Surface Area,,,,,,,,,,
Hydrosphere %,,0.62,,149728468.1328,sqkm land,244293816.4272,sqkm water,1.2117257190845594,% of Earth's Land Area,,,,,,,,,,
,,,,92157216.47763751,,,,,,,,,,,,,,,
Escape Velocity:,,,,9.59985502378226,km/sec,Orbital Velocity in Hexes/hour,,41.093398753582115,(1.5 is airliner speed),,,,,,,,,,
500 km Orbit Velocity,,,,6.564440695460402,km/sec,Optimum DV to Orbit,,7.34360772186497,km/sec,,,,,,,,,,
Equatorial Rotational Velocity,,,,0.3091445767193443,km/sec,Add'l Energy Lost for Drag,,1.3467709216794452,km/sec,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Number of Tethers,,0,,52250.68193848025,Geostationary Orbit Height (km),,Delta-v (LO to moon),,,km/sec,,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
Launch Site Lat.,,2,degrees,0.3089562541960138,,,Moon Slingshot (orbitals/slingshot),,,,,,,,,,,,
,,,,86.88948607818006,Orbital Energy Units,1,Moon avg dist from planet (km),,0,,,,,,,,,,
Cost to Orbit in dollars per tonne,,,,5213.369164690804,Lasers,60,Mean Moon Density (g/cm3):,,0,,,,,,,,,,
,,,,7820.053747036205,NERVA,90,Moon Diameter (km):,,0,,,,,,,,,,
,,,,21722.371519545013,O2/BeH2,250,Moon Mass (kg):,,0,,,,,,,,,,
,,,,48223.66477338993,O2/H2,555,Solar Tides (meters):,,0.19071377326626818,,,,,,,,,,
WAR MODE,,,,CRUISE MODE (with crossed-field accelerator),,,Lunar Tides (meters):,,0,,,,,,,,,,
atomic mass of propellent,,61,"(h =1, water = 6,UTB=558, 10-90 UTB-water = 61)",atomic mass of propellent,,6,"Total Tides, meters (Earth = .39):",,0.19071377326626818,,,,,,,,,,
Max exit vel (km/sec) monatomic hydrogen,,63.686641566745074,,Exit vel (km/sec) from nuclear rocket,,203.06619904073756,TRAVEL FROM EMBARK PT TO PLANET,,,,,,,,,,,,
Wet mass (tonnes),,60000,  ,Wet mass (tonnes),,60000,Embark orbit (AU),,1.52,AU,,HOHMANN,,,CRUISE,,,BRACHISTOCHRONE,
Dry mass (tonnes) (fast),,57690.58175956641,,Dry mass (tonnes) (fast),,59631.83479763312,Transfer Orbit Period,,72.17768685654642,Eweeks,exit vel,63.686641566745074,km/sec,exit vel,406.1323980814751,km/sec,exit vel,63.686641566745074,km/sec
mass propellent expelled (tonnes),,2598.505675961163,tonnes,mass propellent expelled (tonnes),,854.071413526044,length of turn (Eweeks),,2,Eweeks,delta-v,0.55,km/sec,"delta-v (actual, eff = 2.5)",5.8167935379700095,km/sec,"delta-v (actual, eff = 2.5)",2.86858087657695,km/sec (actual)
"Temperature (engine, K)",,10000000,66900,"Temperature (engine, K)",,10000000,Embark eccentricty,,0.093,,1t,0.00859884478554261,prop expended (tonnes),1t,0.014220319835236752,prop expended (tonnes),1t,0.04404274783557901,prop expended (tonnes)
Temperature (radiator K),,2000,,Temperature (radiator K),,2000,Embark semimajor axis (a),,1.5233009102864647,AU,10t,0.08598844785542678,prop expended (tonnes),10t,0.1422031983523666,prop expended (tonnes),10t,0.4404274783557903,prop expended (tonnes)
time of burn (sec),,1009.3721331309262,(1210 ksec/turn),time of burn (sec),,1186063.7925111859,distance (brachistochrone),,197.45379206285202,million km,250t,2.149711196385644,prop expended (tonnes),250t,3.5550799588091615,prop expended (tonnes),250t,11.010686958894745,prop expended (tonnes)
frozen flow efficiency,,0.4,,frozen flow efficiency,,0.4,time (brachistochrone),,13.271276094303051,Eweeks,CT (2500t),21.4971119638565,prop expended (tonnes),CT (2500t),35.55079958809167,prop expended (tonnes),CT (2500t),110.10686958894739,prop expended (tonnes)
mass flow (kg/sec),,2287.975033816426,,mass flow (kg/sec),,0.310409275362319,distance (hohmann),,536.94,million km,FG (5000t),42.994223927713,prop expended (tonnes),FG (5000t),71.10159917618334,prop expended (tonnes),FG (5000t),220.21373917789478,prop expended (tonnes)
Init accel (milligees),,247.81198281008187,,Init accel (milligees),,0.21440010780549584,time (hohmann),,36.08884342827321,Eweeks,CL(7500t),64.49133589156996,prop expended (tonnes),CL(7500t),106.65239876427502,prop expended (tonnes),CL(7500t),330.3206087668426,prop expended (tonnes)
final accel (milligees),,257.7321724813313,,final accel (milligees),,0.21572380779469733,eccentricity of transfer orbit,,-0.3333333333333333,,CH(10000t),85.988447855426,prop expended (tonnes),CH(10000t),142.20319835236668,prop expended (tonnes),CH(10000t),440.42747835578956,prop expended (tonnes)
duty cycle (max =1 ),,0.0008344677026545356,,duty cycle (max =1 ),,0.9805421565072634,velocity (transfer apogee),,34.79012664939151,km/sec,BC (15000t),128.98267178313992,prop expended (tonnes),BC (15000t),213.30479752855004,prop expended (tonnes),BC (15000t),660.6412175336852,prop expended (tonnes)
power gen in nuclear chamber,,14500.000000000004,GW,power gen nuclear thruster (GW),,20.000000000000004,velocity (transfer perigee),,24.600334472123564,km/sec,BB (20000t),171.976895710852,prop expended (tonnes),BB (20000t),284.40639670473337,prop expended (tonnes),BB (20000t),880.8549567115791,prop expended (tonnes)
power radiated (gigawatts),,2900,GW,power radiated thruster (gigawatts),,4,velocity (brachistochrone),,24.600334472123564,km/sec,LV(30000t),257.96534356627984,prop expended (tonnes),LV(30000t),426.6095950571001,prop expended (tonnes),LV(30000t),1321.2824350673704,prop expended (tonnes)
power beam (gigawatts),,4640.000000000002,GW,power beam (gigawatts) unaugmented,,6.400000000000002,velocity (hohmann avg),,24.600334472123556,km/sec,TN(60000t),515.9306871325597,prop expended (tonnes),TN(60000t),853.2191901142002,prop expended (tonnes),TN(60000t),2642.564870134741,prop expended (tonnes)
carnot efficiency,,0.9998,,carnot efficiency,,0.9998,Gravitional Constant,,6.667e-11,m3/kg-sec2,,,,,,,,,
thermal efficiency (chamber),,0.8,,thermal efficiency (chamber),,0.8,Delta-v planet reel in,,1.2822599405249753,km/sec,,,,,,,,,
Delta-v (effective),,2.5,km/sec,Delta-v (effective),,2.5,Delta-v (btwn orb vel),,8.84715918782144,km/sec,,,,,,,,,
"Delta-v (actual, include cruise penalty)",,2.86858087657695,km/sec,"Delta-v (actual, include cruise penalty)",,5.8167935379700095,Slingshot of planet,,3.3697193241600005,orbitals/slingshot,,,,,,,,,
thrust (kilonewtons),,145713.44589232816,kN,thrust (kilonewtons),,126.06726338963156,Transit angle (degrees),,180,"45= brachistochrone, 180 = hohmann",,,,,,,,,
mass of monatomic hydrogen(kg/part),,1.6733e-27,,mass of monatomic hydrogen(kg/part),,1.6733e-27,Time to Planet,,36.08884342827321,Eweeks,,,,,,,,,
kinetic energy prop (J),,2.07e-16,,kinetic energy prop (J) unaugmented,,2.07e-16,Planet semimajor axis (a),,0.760028004187661,AU,,,,,,,,,
Addtl Delta-v (cruise penalty),,1.14743235063078,factor,Addtl Delta-v (cruise penalty),,2.326717415188004,Velocity of Planet,,30.12857840123044,km/sec,,,,,,,,,
Addtl Delta-v (brachistochrone transit),,1.0374179729877075,km/sec (= 1.32 earth to mars region),Addtl Delta-v (brachistochrone transit),,1.0664352878398042,Velocity of Embark,,21.281419213409,km/sec,,,,,,,,,
thrust reqd brachistochrone (kN),,51.042371084692334,kN,thrust reqd brachistochrone (kN),,52.75991587131353,Delta-v (embark to marginal capture),,7.564899323245111,km/sec,13.754362405900201,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
distance on 1st turn of thrust (million km),,3.471097336614146,million km,distance on 1st turn of thrust (million km),,1.4824353804702315,Rabbithole avg dist from star,,0.37653278425410375,AU,,,,,,,,,
velocity increment (km/sec),,2.500382693849993,,velocity increment (km/sec),,2.499756572673979,Rabbithole orbital vel,,42.804757376080076,km/sec,,,,,,,,,
,,,,efficiency of electric accelerator,,0.8,Transit rabbit to planet high orbit,,10.140499117463225,Eweeks (hohmann orbitals),,,,,,,,,
,,,,Total augmented exit velocity (km/sec),,406.1323980814751,Delta-v (rabbit to marginal capture),,11.39391914871518,km/sec,20.716216634027596,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
,,,,Power added to beam (GW),,19.200000000000006,,,,,,,,,,,,,
,,,,Power nuclear elect gen (GW),,24.000000000000007,,,,,,,,,,,,,
,,,,Power radiated (accelerator+thruster) (GW),,8.8,GW,,,,,,,,,,,,
,,,,Total power generated (GW),,44.000000000000014,GW,,,,,,,,,,,,
