Planetary Parameters,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
Radiation:,140866.95717769748,millirads/Eday,,22232341.78039121,seconds/year,0.6950636825573469,,0.2,(Earth = 1),,,,,,,,,,
Tectonics,0,,,8,Weeks from the planet to the hyperspace terminus,,,2,# of poles of magnetic field,,,,,,,,,,
# inferior Planets,,1,,,,,,1.556,Mag field strngth at radius of 10000 km (uT),,,,,,,,,,
Mean Planetary Density (g/cm3):,,,,5.38,,,,,,,,,,,,,,,
Planetary Diameter (km):,,,,12147,,6073.5,radius in km,4.928894805955382,Land Horizon (km),11.021347467551356,Nautical Horizon (km),,,,,,,,
Axial Tilt Excursion,,2.3160347292164807,Axial Tilt,19.2,degrees,,,250.8813758803942,km Lithosphere thickness,,,,,,,,,,
Mean Atmospheric Pressure,,,,0.89,atmosphere,90157,Pa,86.70710226596032,km Mesophere (Mesopause ht),,,,,,,,,,
Comp,O2 %,0.191,,11.149602413725233,Max Mtn (km),17219.987,Pa,48.17061236997795,km Stratosphere (Stratopause ht),,,,,,,,,,
,N2 %,0.8012,,11004.796866922065,Roche Lmt (km),72233.7884,Pa,17.34142045319206,km Tropopause,,,,,,,,,,
,CO2 %,0.00084,,13,hexes/edge,75.73188,Pa,13.487771463593827,km Troposphere,,,,,,,,,,
,Ne %,1.8e-05,,1692,Total Hexes,1.622826,Pa,2338.606223566662,km Proton Van Allen,,434573.5269015525,belt radiation (rads/Eday),,,,,,,
,Ar %,0.00514,,1167.48,Ocean Hexes,463.40698,Pa,3507.802538896876,km Interstellar Nuclei Van Allen,,488784.8852569728,belt radiation (rads/Eday),,,,,,,
,Other %,0.0018020000000000813,,524.52,Land Hexes,162.46291400000734,Pa,9353.937733427183,km Electron Van Allen,,198732669.28595582,belt radiation (millirads/Eday),,,,,,,
,cloud cover,0.35,,,,,,69292.03625382701,km Magnetopause,,5617434.766237369,space radiation (millirads/Eday),,,,,,,
Planetary Surface Gravity:,,,,0.92379975696,of Earth's Gravity,,,9.0214820015625,meters per sec per sec,,,,,,,,,,
Planetary Mass:,,,,5046238443359189587722240,kg,,,0.8444174102006675,% of Earth's Mass,,,,,,,,,,
Planetary Surface Area:,,,,463305772.26,sqkm,,,0.9067948434868567,% of Earth's Surface Area,,,,,,,,,,
Hydrosphere %,,0.69,,143624789.40060002,sqkm land,319680982.8594,sqkm water,1.1623297385267648,% of Earth's Land Area,,,,,,,,,,
,,,,109583941.87297969,,,,,,,,,,,,,,,
Escape Velocity:,,,,10.468234897678773,km/sec,Orbital Velocity in Hexes/hour,,44.954146614339976,(1.5 is airliner speed),,,,,,,,,,
500 km Orbit Velocity,,,,7.181173580565492,km/sec,Optimum DV to Orbit,,7.839096347791484,km/sec,,,,,,,,,,
Equatorial Rotational Velocity,,,,0.3094435962244873,km/sec,Add'l Energy Lost for Drag,,0.9759366066157533,km/sec,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Number of Tethers,,0,,59274.46077475834,Geostationary Orbit Height (km),,Delta-v (LO to moon),,0.8102976050628669,km/sec,1.473268372841576,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
Launch Site Lat.,,2,degrees,0.3092550915465535,,,Moon Slingshot (orbitals/slingshot),,0.13808146155102038,,,,,,,,,,
,,,,89.61887268103256,Orbital Energy Units,1,Moon avg dist from planet (km),,512400,,,,,,,,,,
Cost to Orbit in dollars per tonne,,,,5377.132360861953,Lasers,60,Mean Moon Density (g/cm3):,,2.4,,,,,,,,,,
,,,,8065.69854129293,NERVA,90,Moon Diameter (km):,,1010,,,,,,,,,,
6.667e-11,G,,,22404.71817025814,O2/BeH2,250,Moon Mass (kg):,,1294058055999999967232,,,,,,,,,,
8.692487177634105e-06,,,,49738.47433797307,O2/H2,555,Solar Tides (meters):,,0.2344967519341564,,,,,,,,,,
WAR MODE,,,,CRUISE MODE (with crossed-field accelerator),,,Lunar Tides (meters):,,0.0018986669658099078,,,,,,,,,,
atomic mass of propellent,,61,"(h =1, water = 6,UTB=558, 10-90 UTB-water = 61)",atomic mass of propellent,,6,"Total Tides, meters (Earth = .39):",,0.2363954188999663,,,,,,,,,,
Max exit vel (km/sec) monatomic hydrogen,,63.686641566745074,,Exit vel (km/sec) from nuclear rocket,,203.06619904073756,TRAVEL FROM EMBARK PT TO PLANET,,,,,,,,,,,,
Wet mass (tonnes),,60000,  ,Wet mass (tonnes),,60000,Embark orbit (AU),,1.52,AU,,HOHMANN,,,CRUISE,,,BRACHISTOCHRONE,
Dry mass (tonnes) (fast),,57690.58175956641,,Dry mass (tonnes) (fast),,59631.83479763312,Transfer Orbit Period,,68.68743732626675,Eweeks,exit vel,63.686641566745074,km/sec,exit vel,406.1323980814751,km/sec,exit vel,63.686641566745074,km/sec
mass propellent expelled (tonnes),,2598.505675961163,tonnes,mass propellent expelled (tonnes),,854.071413526044,length of turn (Eweeks),,2,Eweeks,delta-v,0.55,km/sec,"delta-v (actual, eff = 2.5)",5.8167935379700095,km/sec,"delta-v (actual, eff = 2.5)",2.86858087657695,km/sec (actual)
"Temperature (engine, K)",,10000000,66900,"Temperature (engine, K)",,10000000,Embark eccentricty,,0.093,,1t,0.00859884478554261,prop expended (tonnes),1t,0.014220319835236752,prop expended (tonnes),1t,0.04404274783557901,prop expended (tonnes)
Temperature (radiator K),,2000,,Temperature (radiator K),,2000,Embark semimajor axis (a),,1.5233009102864647,AU,10t,0.08598844785542678,prop expended (tonnes),10t,0.1422031983523666,prop expended (tonnes),10t,0.4404274783557903,prop expended (tonnes)
time of burn (sec),,1009.3721331309262,(1210 ksec/turn),time of burn (sec),,1186063.7925111859,distance (brachistochrone),,198.31225378175702,million km,250t,2.149711196385644,prop expended (tonnes),250t,3.5550799588091615,prop expended (tonnes),250t,11.010686958894745,prop expended (tonnes)
frozen flow efficiency,,0.4,,frozen flow efficiency,,0.4,time (brachistochrone),,12.740313049061552,Eweeks,CT (2500t),21.4971119638565,prop expended (tonnes),CT (2500t),35.55079958809167,prop expended (tonnes),CT (2500t),110.10686958894739,prop expended (tonnes)
mass flow (kg/sec),,2287.975033816426,,mass flow (kg/sec),,0.310409275362319,distance (hohmann),,534.585,million km,FG (5000t),42.994223927713,prop expended (tonnes),FG (5000t),71.10159917618334,prop expended (tonnes),FG (5000t),220.21373917789478,prop expended (tonnes)
Init accel (milligees),,247.81198281008187,,Init accel (milligees),,0.21440010780549584,time (hohmann),,34.34371866313337,Eweeks,CL(7500t),64.49133589156996,prop expended (tonnes),CL(7500t),106.65239876427502,prop expended (tonnes),CL(7500t),330.3206087668426,prop expended (tonnes)
final accel (milligees),,257.7321724813313,,final accel (milligees),,0.21572380779469733,eccentricity of transfer orbit,,-0.3392070484581498,,CH(10000t),85.988447855426,prop expended (tonnes),CH(10000t),142.20319835236668,prop expended (tonnes),CH(10000t),440.42747835578956,prop expended (tonnes)
duty cycle (max =1 ),,0.0008344677026545356,,duty cycle (max =1 ),,0.9805421565072634,velocity (transfer apogee),,36.63944028282725,km/sec,BC (15000t),128.98267178313992,prop expended (tonnes),BC (15000t),213.30479752855004,prop expended (tonnes),BC (15000t),660.6412175336852,prop expended (tonnes)
power gen in nuclear chamber,,14500.000000000004,GW,power gen nuclear thruster (GW),,20.000000000000004,velocity (transfer perigee),,25.73698493489308,km/sec,BB (20000t),171.976895710852,prop expended (tonnes),BB (20000t),284.40639670473337,prop expended (tonnes),BB (20000t),880.8549567115791,prop expended (tonnes)
power radiated (gigawatts),,2900,GW,power radiated thruster (gigawatts),,4,velocity (brachistochrone),,25.73698493489308,km/sec,LV(30000t),257.96534356627984,prop expended (tonnes),LV(30000t),426.6095950571001,prop expended (tonnes),LV(30000t),1321.2824350673704,prop expended (tonnes)
power beam (gigawatts),,4640.000000000002,GW,power beam (gigawatts) unaugmented,,6.400000000000002,velocity (hohmann avg),,25.73698493489308,km/sec,TN(60000t),515.9306871325597,prop expended (tonnes),TN(60000t),853.2191901142002,prop expended (tonnes),TN(60000t),2642.564870134741,prop expended (tonnes)
carnot efficiency,,0.9998,,carnot efficiency,,0.9998,Gravitional Constant,,6.667e-11,m3/kg-sec2,,,,,,,,,
thermal efficiency (chamber),,0.8,,thermal efficiency (chamber),,0.8,Delta-v planet reel in,,1.2639939874051394,km/sec,,,,,,,,,
Delta-v (effective),,2.5,km/sec,Delta-v (effective),,2.5,Delta-v (btwn orb vel),,9.444856542203578,km/sec,,,,,,,,,
"Delta-v (actual, include cruise penalty)",,2.86858087657695,km/sec,"Delta-v (actual, include cruise penalty)",,5.8167935379700095,Slingshot of planet,,3.69519902784,orbitals/slingshot,,,,,,,,,
thrust (kilonewtons),,145713.44589232816,kN,thrust (kilonewtons),,126.06726338963156,Transit angle (degrees),,180,"45= brachistochrone, 180 = hohmann",,,,,,,,,
mass of monatomic hydrogen(kg/part),,1.6733e-27,,mass of monatomic hydrogen(kg/part),,1.6733e-27,Time to Planet,,34.34371866313337,Eweeks,,,,,,,,,
kinetic energy prop (J),,2.07e-16,,kinetic energy prop (J) unaugmented,,2.07e-16,Planet semimajor axis (a),,0.7500155275179236,AU,,,,,,,,,
Addtl Delta-v (cruise penalty),,1.14743235063078,factor,Addtl Delta-v (cruise penalty),,2.326717415188004,Velocity of Planet,,31.66069702089752,km/sec,,,,,,,,,
Addtl Delta-v (brachistochrone transit),,1.1414311083742852,km/sec (= 1.32 earth to mars region),Addtl Delta-v (brachistochrone transit),,1.1727092443739102,Velocity of Embark,,22.21584047869394,km/sec,,,,,,,,,
thrust reqd brachistochrone (kN),,56.114247483658694,kN,thrust reqd brachistochrone (kN),,58.00245783072139,Delta-v (embark to marginal capture),,8.180862636931117,km/sec,14.874295703511121,hexes (0.55 kips orbitals) (to and from highest orbit),,,,,,,
distance on 1st turn of thrust (million km),,3.471097336614146,million km,distance on 1st turn of thrust (million km),,1.4824353804702315,Rabbithole avg dist from star,,0.37653278425410375,AU,,,,,,,,,
velocity increment (km/sec),,2.500382693849993,,velocity increment (km/sec),,2.499756572673979,Rabbithole orbital vel,,44.684222046479974,km/sec,,,,,,,,,
,,,,efficiency of electric accelerator,,0.8,Transit rabbit to planet high orbit,,10.418557828734773,Eweeks (hohmann orbitals),,,,,,,,,
,,,,Total augmented exit velocity (km/sec),,406.1323980814751,Delta-v (rabbit to marginal capture),,11.759531156238433,km/sec,21.38096573861533,,,,,,,,
,,,,Power added to beam (GW),,19.200000000000006,,,,,,,,,,,,,
,,,,Power nuclear elect gen (GW),,24.000000000000007,,,,,,,,,,,,,
,,,,Power radiated (accelerator+thruster) (GW),,8.8,GW,,,,,,,,,,,,
,,,,Total power generated (GW),,44.000000000000014,GW,,,,,,,,,,,,
